"n","member_id","member_name","current_DOIs","current_DOIs_abstracts","current_journal_articles","current_journal_articles_abstracts"
"5800","7511","Universidade Caixias do Sul","972","0","719","0"
"5801","7512","Revista Historia e Cultura","106","0.858490586280823","100","0.910000026226044"
"5802","7514","Pontificia Universidade Catolica de Goias -PUC Goias","751","0.816245019435883","702","0.87321937084198"
"5803","7515","IBICT","106","0.264150947332382","34","0.823529422283173"
"5804","7518","Mercy College School of Business","0","0",NA,NA
"5805","7519","The Korea Association of Yeolin Education","129","0","118","0"
"5806","7520","Kocatepe Medical Journal","109","0","109","0"
"5807","7521","Association for Information Systems","517","0","477","0"
"5808","7523","Revista Mexicana de Ingenieria Biomedica","0","0",NA,NA
"5809","7524","Wageningen UR Facilitair Bedrijf","1319","0.0075815012678504","24","0.416666656732559"
"5810","7525","Acta Pediatrica de Mexico","176","1","176","1"
"5811","7526","Felipe Herrera Library (Inter-American Development Bank)","1353","0",NA,NA
"5812","7528","Korean-German Academy of Economics and Management","67","0","67","0"
"5813","7529","M&W Comunicacao Integrada Ltda - ME","0","0",NA,NA
"5814","7530","Case Western Reserve University","88","0.806818187236786","82","0.865853667259216"
"5815","7532","Institute of Japanese Studies, Hallym University","31","0","31","0"
"5816","7533","Passagens","91","0","82","0"
"5817","7534","The Korean Society of Design Culture","0","0",NA,NA
"5818","7537","E-Conservation Journal - University of Evora","9","0","9","0"
"5819","7539","Area de Innovacion y Desarrollo, S.L. 3 Ciencias","459","0","250","0"
"5820","7541","FUNDACE","52","0","45","0"
"5821","7546","Revista Hipertexto","0","0",NA,NA
"5822","7548","Revista EducaOnline","0","0",NA,NA
"5823","7549","Revista de Ensino de Ciencias e Engenharia","0","0",NA,NA
"5824","7550","Universidad Castilla la Mancha","238","0.789915978908539","192","0.979166686534882"
"5825","7552","Revista de Educomunicacao Ambiental","0","0",NA,NA
"5826","7554","Journal of Modern Turkish History","0","0",NA,NA
"5827","7556","Diagrama Editorial","0","0",NA,NA
"5828","7557","The College Music Society","133","0",NA,NA
"5829","7560","South Egypt Cancer Institute","3","0","2","0"
"5830","7561","International Wader Study Group","105","0","105","0"
"5831","7562","I-PC, LLC","801","0","800","0"
"5832","7563","Aurora Publishing LLC (UK) Limited","0","0",NA,NA
"5833","7564","The Institute of Korean Arts Therapy","52","0","47","0"
"5834","7565","P.G. Demidov Yaroslavl State University","141","0.39716312289238","141","0.39716312289238"
"5835","7566","ENCODE Data Coordination Center","0","0",NA,NA
"5836","7567","Complexo de Ensino Superior Meridional S.A.","503","0.805168986320496","458","0.884279489517212"
"5837","7569","University of Ottawa Library","356","0.772471904754639","356","0.772471904754639"
"5838","7570","Medip Academy","16675","0.993643164634705","16675","0.993643164634705"
"5839","7577","Institute of Hispanic Studies","23","0","23","0"
"5840","7578","Fundacao CECIERJ","77","1","77","1"
"5841","7579","Experiment","183","0",NA,NA
"5842","7581","Centro de Investigaciones Biologicas del Noroeste (CIBNOR)","39","0","39","0"
"5843","7583","Universidad Continental","96","0","89","0"
"5844","7584","Journal of Clinical and Translational Research","46","0","46","0"
"5845","7585","Universidad ECCI","57","0","43","0"
"5846","7586","Eastern University","102","0.833333313465118","102","0.833333313465118"
"5847","7587","Escuela Nacional de Ciencias Biologicas","94","0","94","0"
"5848","7589","Informacao Arquivistica","0","0",NA,NA
"5849","7590","Exercise Fitness and Health Alliance","54","0","54","0"
"5850","7591","Assonebb","14","0","14","0"
"5851","7592","Grupo Verde de Agroecologia e Abelhas","326","0.990797519683838","325","0.99384617805481"
"5852","7593","Instituto de Investigaciones Dr. Jose Maria Luis Mora","127","0.582677185535431","118","0.627118647098541"
"5853","7597","Brepols Publishers NV","6092","0","1902","0"
"5854","7600","Universidad Libre","1171","0.879590094089508","1119","0.920464694499969"
"5855","7603","Academia Koreana","164","0","164","0"
"5856","7604","Scandinavian University Press / Universitetsforlaget AS","3530","0","3335","0"
"5857","7605","Faculty of Economics, University of Brawijaya","97","0","97","0"
"5858","7606","Is ve Insan Dergisi","42","0","42","0"
"5859","7608","Universidad San Francisco De Quito","264","0.871212124824524","232","0.99137932062149"
"5860","7610","European Association of Scientific Research","0","0",NA,NA
"5861","7611","Journal of Science, Hanoi National University of Education","227","0","227","0"
"5862","7612","Universidade Estadual da Paraiba (UEPB)","39","0.871794879436493","35","0.971428573131561"
"5863","7616","School of Management, Hospitality and Tourism, University of the Algarve","148","0","130","0"
"5864","7617","America Latina en la Historia Economica","108","0.851851880550385","102","0.901960790157318"
"5865","7618","International Information and Engineering Technology Association","1985","0","1878","0"
"5866","7622","Samara State National Research University","1406","0.0917496457695961","1113","0.115902967751026"
"5867","7623","GEONOMOS","22","0.954545438289642","21","1"
"5868","7626","Sociedad Geologica Mexicana","126","0","125","0"
"5869","7628","Universidad el Bosque","415","0.819277107715607","401","0.847880303859711"
"5870","7629","EJournal Publishing","3684","0","3327","0"
"5871","7633","Istanbul Aydin University","174","0","152","0"
"5872","7634","Universidad Industrial de Santander","571","0.063047282397747","571","0.063047282397747"
"5873","7636","Policy Studies Organization","382","0","346","0"
"5874","7637","Progress in Geography","417","0","417","0"
"5875","7641","Centro de Innovacion y Desarrollo Tecnologico en Computo","15","0","14","0"
"5876","7643","International Journal of Religious Sciences","0","0",NA,NA
"5877","7644","Journal of Educational Sciences","0","0",NA,NA
"5878","7646","Researcher Social Sciences Studies","0","0",NA,NA
"5879","7647","Cappadocia Journal of History and Social Sciences","119","0","119","0"
"5880","7648","NZCER Press, New Zealand Council for Educational Research","183","0","159","0"
"5881","7650","Sociedad Rio-Grandeense de Bioetic (SORBI)","0","0",NA,NA
"5882","7653","Associacao Brasileira da Rede Unida","152","0.256578952074051","124","0.314516127109528"
"5883","7654","Towarzystwo Naukowe KUL","1893","0.161119908094406","1891","0.161290317773819"
"5884","7655","Argumentum","171","0.935672521591187","164","0.97560977935791"
"5885","7658","The Society of Korean Medicine Rehabilitation","133","0","133","0"
"5886","7659","Moscow Regional State University","1950","0","1809","0"
"5887","7660","Centro Universitario La Salle - UNILASALLE","627","0.920255184173584","627","0.920255184173584"
"5888","7661","Kelam Arastirmalari Dergisi (Journal of Kalam Studies)","60","0","60","0"
"5889","7662","UNIVAG Centro Universitario","0","0",NA,NA
"5890","7663","One Earth Future Foundation","16","0",NA,NA
"5891","7664","Universidad Del Atlantico","160","0","147","0"
"5892","7665","Sathyabama University","0","0",NA,NA
"5893","7666","Pacific Society for Reproductive Health Charitable Trust","19","0.89473682641983","19","0.89473682641983"
"5894","7667","Gratis Open Access Publishers LLC","274","0.963503658771515","265","0.99622642993927"
"5895","7668","Bratsk State University","101","0","101","0"
"5896","7669","Togliatti State University","393","0","393","0"
"5897","7670","Pozhnauka Publishing House","197","0","172","0"
"5898","7671","Korean Association for Public Administration","151","0","151","0"
"5899","7672","KSI Research Inc.","456","0","15","0"
"5900","7673","BIBLIO-GLOBUS Publishing House","2365","0.864270627498627","2096","0.975190818309784"
"5901","7675","PLURA - Revista de Estudos de Religiao","0","0",NA,NA
"5902","7676","Greenwave Publishing of Canada","59","0","59","0"
"5903","7677","Korean Geomorphological Association (NRFK)","0","0",NA,NA
"5904","7678","Developing Country Think Tank Institute Ltd.","0","0",NA,NA
"5905","7680","IAIN Salatiga","353","0.946175634860992","351","0.951566934585571"
"5906","7683","PiscoMed Publishing Pte Ltd","170","0.988235294818878","170","0.988235294818878"
"5907","7684","Research Publisher Inc.","0","0",NA,NA
"5908","7685","Institute of History and Culture Hankuk University of Foreign Studies","94","0","83","0"
"5909","7688","Opuscula Zoologica","42","0","42","0"
"5910","7689","Ivanovo State University","109","0","109","0"
"5911","7690","Magyar Nylev","105","0","105","0"
"5912","7691","Turkiyat Mecmuasi","0","0",NA,NA
"5913","7692","Institute for International Studies in Education","0","0",NA,NA
"5914","7693","Revista Genero & Direito","0","0",NA,NA
"5915","7694","Institute for Poverty Alleviation and International Development","35","0","30","0"
"5916","7695","IFSP Itapetininga","0","0",NA,NA
"5917","7696","Uopen Journals","1031","0","1031","0"
"5918","7697","Carcinological Society of Japan","36","0","36","0"
"5919","7703","PHASELIS","61","0","61","0"
"5920","7705","Istanbul Journal of Sociological Studies","2","0","2","0"
"5921","7706","Instituto Internacional de Analise Termica","25","0","20","0"
"5922","7707","Center for Nanotechnology in Society at UC Santa Barbara","0","0",NA,NA
"5923","7708","The Royal Library","104","0.990384638309479","104","0.990384638309479"
"5924","7709","Revista Evidenciacao Contabil & Financas","0","0",NA,NA
"5925","7710","Resources Science","515","0","515","0"
"5926","7712","Liceu Literario Portugues","90","0","85","0"
"5927","7713","Fundacao Centro Tecnologico de Juiz de Fora (FCT)","50","0.479999989271164","46","0.52173912525177"
"5928","7714","Publishing Office TRILIST","111","0","111","0"
"5929","7715","Universidad Pedagogica Nacional","1018","0.878192543983459","980","0.912244915962219"
"5930","7716","Korean Counseling Association","31","0","26","0"
"5931","7719","University of Szczecin","2789","0","2789","0"
"5932","7721","JIPI, Lembaga Penelitian dan Pengabdian kepada Masyarakat","103","0.0194174759089947","94","0.0212765950709581"
"5933","7722","Slovenska Vzdelavacia a Obstaravacia s.r.o.","390","0","390","0"
"5934","7723","Kozgazdasagi Szemle","202","0","202","0"
"5935","7725","E-Makalat Mezhep Arastirmalari Dergisi","46","0","46","0"
"5936","7726","Kalvis","526","0.524714827537537","526","0.524714827537537"
"5937","7727","Teknik Dergi","125","0","125","0"
"5938","7728","Instytut Badan Literackich PAN/The Institute of Literary Research PAS","267","0","255","0"
"5939","7729","Private Enterprise, Vladislav Ivanov","6060","0","76","0"
"5940","7730","Editora de Livros IABS","244","0.905737698078156","238","0.928571403026581"
"5941","7732","Universidade Federal do Amapa","487","0.907597541809082","487","0.907597541809082"
"5942","7733","Revista Baiana de Enfermagem","152","0.986842095851898","152","0.986842095851898"
"5943","7734","Lepidopterists' Society","127","0","127","0"
"5944","7735","Paleontological Institute at The University of Kansas","0","0",NA,NA
"5945","7736","Celal Bayar University Journal of Science","212","0","212","0"
"5946","7737","Povolzhskiy State University of Telecommunications and Informatics","132","0","125","0"
"5947","7738","Georgia Entomological Society","156","0","156","0"
"5948","7740","Belgorod National Research University","421","0","421","0"
"5949","7743","Institute of Research and Journals","0","0",NA,NA
"5950","7744","Stuttgart State Museum of Natural History","53","0","53","0"
"5951","7745","Institute of Applied Ecology","174","0.477011501789093","164","0.506097555160522"
"5952","7746","Level Up Business Center","2479","0","2479","0"
"5953","7747","International Academy of Business and Economics","665","0","665","0"
"5954","7748","Alkhaer Publications","397","0","397","0"
"5955","7750","Fundacja Medigent","21","0.952380955219269","21","0.952380955219269"
"5956","7751","The Korea-Japan Historical Society","101","0","101","0"
"5957","7752","Beytulhikme An International Journal of Philosophy","84","0","84","0"
"5958","7753","MYU K.K.","726","0","726","0"
"5959","7754","VXL Publishers","36","0","30","0"
"5960","7756","Sosyoloji Arastirmalari Dergisi","47","0","47","0"
"5961","7757","Journal of Linguistics Research","29","0","29","0"
"5962","7758","Saratov State University","2156","0","2156","0"
"5963","7759","International Electronic Journal of Environmental Education","0","0",NA,NA
"5964","7760","VSMU N.N. Burdenko","414","0.676328480243683","405","0.691358029842377"
"5965","7761","Conscientia Beam","2024","0","1592","0"
"5966","7762","Facultad Latinoamericana de Ciencias Sociales, Mexico (FLACSO)","147","0","136","0"
"5967","7763","Worldwide Protein Data Bank","32783","0","75","0"
"5968","7766","Vitebsk State Medical University","483","0","450","0"
"5969","7767","Appris Editora e Livraria Eireli - ME","58","0",NA,NA
"5970","7769","Anemon Mus Alparslan Universitesi Sosyal Bilimler Dergisi","346","0","346","0"
"5971","7771","Cumhuriyet Universitesi Ilahiyat Fakultesi Dergisi","156","0","156","0"
"5972","7772","Universidad Nacional Del Altiplano Puno Peru","108","0","103","0"
"5973","7773","Tarih Incelemeleri Dergisi","72","0","72","0"
"5974","7774","Szent Istvan University Faculty of Economics and Social Sciences","45","0",NA,NA
"5975","7775","Mathematical Notes","262","0","262","0"
"5976","7777","Revista Brasileira de Milho e Sorgo","126","0.944444417953491","119","1"
"5977","7778","Southern Federal University","44","0","43","0"
"5978","7780","Geobalcanica Society","228","0","37","0"
"5979","7782","Machine Intelligence Research Labs, Gwalior","0","0",NA,NA
"5980","7783","Konuralp Medical Journal","188","0","188","0"
"5981","7784","National University of Kyiv - Mohyla Academy","343","0","343","0"
"5982","7785","Society for Reproductive Biology and Comparative Endocrinology","0","0",NA,NA
"5983","7786","The Korea Association of Clinical Ultrasound","35","0","35","0"
"5984","7788","Studia Mundi - Economica","123","0","123","0"
